TARIH_DATE,GUN_TIPI,MEVSIM,CALISMA_DURUMU,AY_ADI,GUN_BILGISI,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,KAZA_SAYISI
2022-11-19,Hafta Sonu,Sonbahar,Tatil Günü,November,Saturday,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,6.0,3
2022-11-20,Hafta Sonu,Sonbahar,Tatil Günü,November,Sunday,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,2.0,2
2022-11-21,Hafta İçi,Sonbahar,İş Günü,November,Monday,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,7.0,9
2022-11-22,Hafta İçi,Sonbahar,İş Günü,November,Tuesday,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5.0,9
2022-11-23,Hafta İçi,Sonbahar,İş Günü,November,Wednesday,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,8.0,5
2022-11-24,Hafta İçi,Sonbahar,İş Günü,November,Thursday,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,6.0,2
2022-11-25,Hafta İçi,Sonbahar,İş Günü,November,Friday,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,12.0,4
2022-11-27,Hafta Sonu,Sonbahar,Tatil Günü,November,Sunday,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,10.0,6
2022-11-28,Hafta İçi,Sonbahar,İş Günü,November,Monday,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,9.0,14
2022-11-29,Hafta İçi,Sonbahar,İş Günü,November,Tuesday,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,5.0,6
2022-11-30,Hafta İçi,Sonbahar,İş Günü,November,Wednesday,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,8.0,7
2022-12-01,Hafta İçi,Kış,İş Günü,December,Thursday,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,6.0,11
2022-12-02,Hafta İçi,Kış,İş Günü,December,Friday,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,16.0,8
2022-12-03,Hafta Sonu,Kış,Tatil Günü,December,Saturday,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,13.0,3
2022-12-04,Hafta Sonu,Kış,Tatil Günü,December,Sunday,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,8.0,5
2022-12-05,Hafta İçi,Kış,İş Günü,December,Monday,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,3.0,3
2022-12-06,Hafta İçi,Kış,İş Günü,December,Tuesday,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,8.0,6
2022-12-07,Hafta İçi,Kış,İş Günü,December,Wednesday,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,10.0,6
2022-12-08,Hafta İçi,Kış,İş Günü,December,Thursday,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,5.0,9
2022-12-09,Hafta İçi,Kış,İş Günü,December,Friday,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,11.0,9
2022-12-10,Hafta Sonu,Kış,Tatil Günü,December,Saturday,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,14.0,4
2022-12-11,Hafta Sonu,Kış,Tatil Günü,December,Sunday,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,3.0,3
2022-12-12,Hafta İçi,Kış,İş Günü,December,Monday,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,2.0,9
2022-12-13,Hafta İçi,Kış,İş Günü,December,Tuesday,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,9.0,15
2022-12-14,Hafta İçi,Kış,İş Günü,December,Wednesday,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,9.0,1
2022-12-15,Hafta İçi,Kış,İş Günü,December,Thursday,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,5.0,2
2022-12-16,Hafta İçi,Kış,İş Günü,December,Friday,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2.0,6
2022-12-17,Hafta Sonu,Kış,Tatil Günü,December,Saturday,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,4.0,2
2022-12-18,Hafta Sonu,Kış,Tatil Günü,December,Sunday,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,6.0,3
2022-12-19,Hafta İçi,Kış,İş Günü,December,Monday,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,14.0,8
2022-12-20,Hafta İçi,Kış,İş Günü,December,Tuesday,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6.0,13
2022-12-21,Hafta İçi,Kış,İş Günü,December,Wednesday,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,7.0,6
2022-12-22,Hafta İçi,Kış,İş Günü,December,Thursday,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,11.0,12
2022-12-23,Hafta İçi,Kış,İş Günü,December,Friday,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,8.0,7
2022-12-24,Hafta Sonu,Kış,Tatil Günü,December,Saturday,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,3.0,6
2022-12-25,Hafta Sonu,Kış,Tatil Günü,December,Sunday,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,5.0,2
2022-12-26,Hafta İçi,Kış,İş Günü,December,Monday,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,3.0,8
2022-12-27,Hafta İçi,Kış,İş Günü,December,Tuesday,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,6.0,12
2022-12-28,Hafta İçi,Kış,İş Günü,December,Wednesday,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,6.0,5
2022-12-29,Hafta İçi,Kış,İş Günü,December,Thursday,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,9.0,11
2022-12-30,Hafta İçi,Kış,İş Günü,December,Friday,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,9.0,7
2022-12-31,Resmi Tatil,Kış,Tatil Günü,December,Saturday,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,4.0,4
2023-01-01,Resmi Tatil,Kış,Tatil Günü,January,Sunday,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,3.0,3
2023-01-02,Hafta İçi,Kış,İş Günü,January,Monday,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,9.0,2
2023-01-03,Hafta İçi,Kış,İş Günü,January,Tuesday,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,15.0,5
2023-01-04,Hafta İçi,Kış,İş Günü,January,Wednesday,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,1.0,7
2023-01-05,Hafta İçi,Kış,İş Günü,January,Thursday,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,2.0,5
2023-01-06,Hafta İçi,Kış,İş Günü,January,Friday,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,6.0,14
2023-01-07,Hafta Sonu,Kış,Tatil Günü,January,Saturday,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,2.0,3
2023-01-08,Hafta Sonu,Kış,Tatil Günü,January,Sunday,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,3.0,9
2023-01-09,Hafta İçi,Kış,İş Günü,January,Monday,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,8.0,9
2023-01-10,Hafta İçi,Kış,İş Günü,January,Tuesday,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,13.0,10
2023-01-11,Hafta İçi,Kış,İş Günü,January,Wednesday,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,6.0,8
2023-01-12,Hafta İçi,Kış,İş Günü,January,Thursday,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,12.0,8
2023-01-13,Hafta İçi,Kış,İş Günü,January,Friday,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7.0,7
2023-01-14,Hafta Sonu,Kış,Tatil Günü,January,Saturday,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,6.0,7
2023-01-15,Hafta Sonu,Kış,Tatil Günü,January,Sunday,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,2.0,4
2023-01-16,Hafta İçi,Kış,İş Günü,January,Monday,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,8.0,14
2023-01-17,Hafta İçi,Kış,İş Günü,January,Tuesday,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,12.0,9
2023-01-18,Hafta İçi,Kış,İş Günü,January,Wednesday,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,5.0,9
2023-01-19,Hafta İçi,Kış,İş Günü,January,Thursday,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,11.0,13
2023-01-20,Hafta İçi,Kış,İş Günü,January,Friday,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7.0,18
2023-01-21,Hafta Sonu,Kış,Tatil Günü,January,Saturday,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,4.0,7
2023-01-23,Hafta İçi,Kış,İş Günü,January,Monday,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,3.0,11
2023-01-24,Hafta İçi,Kış,İş Günü,January,Tuesday,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,2.0,10
2023-01-25,Hafta İçi,Kış,İş Günü,January,Wednesday,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,5.0,12
2023-01-26,Hafta İçi,Kış,İş Günü,January,Thursday,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,7.0,2
2023-01-27,Hafta İçi,Kış,İş Günü,January,Friday,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,5.0,8
2023-01-28,Hafta Sonu,Kış,Tatil Günü,January,Saturday,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,14.0,6
2023-01-30,Hafta İçi,Kış,İş Günü,January,Monday,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,3.0,13
2023-01-31,Hafta İçi,Kış,İş Günü,January,Tuesday,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,8
2023-02-01,Hafta İçi,Kış,İş Günü,February,Wednesday,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,9.0,8
2023-02-02,Hafta İçi,Kış,İş Günü,February,Thursday,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10.0,14
2023-02-03,Hafta İçi,Kış,İş Günü,February,Friday,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,8.0,10
2023-02-04,Hafta Sonu,Kış,Tatil Günü,February,Saturday,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,8.0,7
2023-02-05,Hafta Sonu,Kış,Tatil Günü,February,Sunday,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7.0,4
2023-02-06,Hafta İçi,Kış,İş Günü,February,Monday,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,7.0,7
2023-02-07,Hafta İçi,Kış,İş Günü,February,Tuesday,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,4.0,8
2023-02-08,Hafta İçi,Kış,İş Günü,February,Wednesday,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,14.0,9
2023-02-09,Hafta İçi,Kış,İş Günü,February,Thursday,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,9.0,7
2023-02-10,Hafta İçi,Kış,İş Günü,February,Friday,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,9.0,8
2023-02-11,Hafta Sonu,Kış,Tatil Günü,February,Saturday,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,13.0,6
2023-02-12,Hafta Sonu,Kış,Tatil Günü,February,Sunday,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,18.0,2
2023-02-13,Hafta İçi,Kış,İş Günü,February,Monday,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,7.0,10
2023-02-14,Hafta İçi,Kış,İş Günü,February,Tuesday,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,11.0,13
2023-02-15,Hafta İçi,Kış,İş Günü,February,Wednesday,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,10.0,14
2023-02-16,Hafta İçi,Kış,İş Günü,February,Thursday,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,12.0,8
2023-02-17,Hafta İçi,Kış,İş Günü,February,Friday,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,2.0,13
2023-02-18,Hafta Sonu,Kış,Tatil Günü,February,Saturday,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,8.0,9
2023-02-19,Hafta Sonu,Kış,Tatil Günü,February,Sunday,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,6.0,3
2023-02-20,Hafta İçi,Kış,İş Günü,February,Monday,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,13.0,11
2023-02-21,Hafta İçi,Kış,İş Günü,February,Tuesday,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,8.0,11
2023-02-22,Hafta İçi,Kış,İş Günü,February,Wednesday,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,8.0,11
2023-02-23,Hafta İçi,Kış,İş Günü,February,Thursday,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,14.0,7
2023-02-24,Hafta İçi,Kış,İş Günü,February,Friday,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,10.0,8
2023-02-25,Hafta Sonu,Kış,Tatil Günü,February,Saturday,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,7.0,6
2023-02-26,Hafta Sonu,Kış,Tatil Günü,February,Sunday,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,4.0,6
2023-02-27,Hafta İçi,Kış,İş Günü,February,Monday,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,7.0,10
2023-02-28,Hafta İçi,Kış,İş Günü,February,Tuesday,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,8.0,9
2023-03-01,Hafta İçi,İlkbahar,İş Günü,March,Wednesday,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,9.0,12
2023-03-02,Hafta İçi,İlkbahar,İş Günü,March,Thursday,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,7.0,8
2023-03-03,Hafta İçi,İlkbahar,İş Günü,March,Friday,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8.0,21
2023-03-04,Hafta Sonu,İlkbahar,Tatil Günü,March,Saturday,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,6.0,8
2023-03-05,Hafta Sonu,İlkbahar,Tatil Günü,March,Sunday,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,2.0,9
2023-03-06,Hafta İçi,İlkbahar,İş Günü,March,Monday,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,10.0,10
2023-03-07,Hafta İçi,İlkbahar,İş Günü,March,Tuesday,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,13.0,9
2023-03-08,Hafta İçi,İlkbahar,İş Günü,March,Wednesday,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,14.0,10
2023-03-09,Hafta İçi,İlkbahar,İş Günü,March,Thursday,10.0,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8.0,6
2023-03-10,Hafta İçi,İlkbahar,İş Günü,March,Friday,6.0,10.0,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,13.0,8
2023-03-11,Hafta Sonu,İlkbahar,Tatil Günü,March,Saturday,8.0,6.0,10.0,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,9.0,5
2023-03-12,Hafta Sonu,İlkbahar,Tatil Günü,March,Sunday,5.0,8.0,6.0,10.0,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,3.0,3
2023-03-13,Hafta İçi,İlkbahar,İş Günü,March,Monday,3.0,5.0,8.0,6.0,10.0,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,11.0,15
2023-03-14,Hafta İçi,İlkbahar,İş Günü,March,Tuesday,15.0,3.0,5.0,8.0,6.0,10.0,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,11.0,17
2023-03-15,Hafta İçi,İlkbahar,İş Günü,March,Wednesday,17.0,15.0,3.0,5.0,8.0,6.0,10.0,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,11.0,13
2023-03-16,Hafta İçi,İlkbahar,İş Günü,March,Thursday,13.0,17.0,15.0,3.0,5.0,8.0,6.0,10.0,9.0,10.0,9.0,8.0,21.0,8.0,12.0,9.0,10.0,6.0,6.0,8.0,7.0,14
